ISSN,Título,Área de Avaliação,Estrato
2357-7908,REVISTA DE SAÚDE DO HOSPITAL SANTA IZABEL,MEDICINA I                                        ,B4
2595-4474,REVISTA DE SAÚDE PÚBLICA DO PARANÁ,MEDICINA I                                        ,B1
2595-4482,REVISTA DE SAÚDE PÚBLICA DO PARANÁ,MEDICINA I                                        ,B1
1518-8787,REVISTA DE SAÚDE PÚBLICA (ONLINE),MEDICINA I                                        ,A1
0034-8910,REVISTA DE SAÚDE PÚBLICA (USP. IMPRESSO),MEDICINA I                                        ,A1
1578-1399,REVISTA DE SENOLOGÍA Y PATOLOGÍA MAMARIA (ONLINE),MEDICINA I                                        ,B3
2237-2903,REVISTA DE SISTEMAS E COMPUTAÇÃO - RSC,MEDICINA I                                        ,B4
2238-6149,REVISTA DE TERAPIA OCUPACIONAL DA UNIVERSIDADE DE SÃO PAULO,MEDICINA I                                        ,B2
2236-918X,REVISTA DEBATES EM PSIQUIATRIA,MEDICINA I                                        ,B2
2317-2010,REVISTA DIALECTUS,MEDICINA I                                        ,B3
2317-3793,REVISTA DIÁLOGOS INTERDISCIPLINARES,MEDICINA I                                        ,A4
2526-8155,REVISTA DIGITAL DA ACADEMIA PARAENSE DE ODONTOLOGIA,MEDICINA I                                        ,C
2237-0021,REVISTA DIREITO AMBIENTAL E SOCIEDADE,MEDICINA I                                        ,A3
2358-8853,REVISTA DIVERSIDADE E EDUCAÇÃO,MEDICINA I                                        ,A3
0100-6991,REVISTA DO COLÉGIO BRASILEIRO DE CIRURGIÕES (IMPRESSO),MEDICINA I                                        ,A4
1809-4546,REVISTA DO COLÉGIO BRASILEIRO DE CIRURGIÕES (ONLINE),MEDICINA I                                        ,A4
1413-3326,REVISTA DO CROMG,MEDICINA I                                        ,B4
2177-3564,REVISTA DO DERC,MEDICINA I                                        ,B4
0073-9855,REVISTA DO INSTITUTO ADOLFO LUTZ (IMPRESSO),MEDICINA I                                        ,B3
2238-6416,REVISTA DO INSTITUTO DE LATICÍNIOS CÂNDIDO TOSTES,MEDICINA I                                        ,B4
1678-9946,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SÃO PAULO,MEDICINA I                                        ,B1
0036-4665,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SÃO PAULO (IMPRESSO),MEDICINA I                                        ,B1
0103-9709,REVISTA DO MUSEU DE ARQUEOLOGIA E ETNOLOGIA,MEDICINA I                                        ,A2
2358-6338,REVISTA DOCÊNCIA DO ENSINO SUPERIOR,MEDICINA I                                        ,A3
2237-5864,REVISTA DOCÊNCIA DO ENSINO SUPERIOR,MEDICINA I                                        ,A3
2176-171X,REVISTA EDAPECI: EDUCAÇÃO A DISTÂNCIA E PRÁTICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS,MEDICINA I                                        ,A3
2177-2185,REVISTA EDUCAÇÃO,MEDICINA I                                        ,B2
2358-9868,REVISTA EDUCAÇÃO EM SAÚDE,MEDICINA I                                        ,B2
2179-7374,REVISTA EDUCAÇÃO GRÁFICA,MEDICINA I                                        ,A3
2237-9185,REVISTA EDUCAR MAIS (ONLINE),MEDICINA I                                        ,A2
2595-7899,REVISTA ELETRÔNICA ACERVO CIENTÍFICO,MEDICINA I                                        ,A3
2674-7189,REVISTA ELETRÔNICA ACERVO ENFERMAGEM,MEDICINA I                                        ,B1
2764-0485,REVISTA ELETRÔNICA ACERVO MÉDICO,MEDICINA I                                        ,B2
2178-2091,REVISTA ELETRÔNICA ACERVO SAÚDE,MEDICINA I                                        ,A4
2965-0003,REVISTA ELETRÔNICA AMPLAMENTE (ONLINE),MEDICINA I                                        ,B3
2317-3866,REVISTA ELETRÔNICA DA COMISSÃO DE ENSINO E TREINAMENTO (ONLINE),MEDICINA I                                        ,B4
1518-1944,REVISTA ELETRÔNICA DE ENFERMAGEM,MEDICINA I                                        ,B1
2527-2071,REVISTA ELETRÔNICA DE ODONTOLOGIA E CLINICA INTEGRADA DA UNIRP,MEDICINA I                                        ,B4
2359-6074,REVISTA ELETRÔNICA SABERES MÚLTIPLOS,MEDICINA I                                        ,B2
2238-4111,REVISTA ELETRÔNICA SAÚDE E CIÊNCIA,MEDICINA I                                        ,C
2238-1910,REVISTA ELETRÔNICA SCIENTIA AMAZÔNIA,MEDICINA I                                        ,B3
2317-5451,REVISTA ELO - DIÁLOGOS EM EXTENSÃO,MEDICINA I                                        ,B2
1982-7687,REVISTA EM EXTENSÃO (ONLINE),MEDICINA I                                        ,B2
1809-0583,REVISTA ENCICLOPÉDIA BIOSFERA,MEDICINA I                                        ,B1
2317-3378,REVISTA ENFERMAGEM CONTEMPORÂNEA,MEDICINA I                                        ,B1
0104-3552,REVISTA ENFERMAGEM UERJ,MEDICINA I                                        ,A4
2764-6149,REVISTA ENFERMAGEM UERJ,MEDICINA I                                        ,A4
2595-3443,REVISTA ENSAIOS PIONEIROS,MEDICINA I                                        ,B3
0034-9356,REVISTA ESPAÑOLA DE ANESTESIOLOGÍA Y REANIMACIÓN,MEDICINA I                                        ,B1
1885-5857,REVISTA ESPAÑOLA DE CARDIOLOGÍA (INTERNET. ENGLISH ED.),MEDICINA I                                        ,A1
1888-4415,REVISTA ESPAÑOLA DE CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA (ED. IMPRESA),MEDICINA I                                        ,B1
1130-0108,REVISTA ESPAÑOLA DE ENFERMEDADES DIGESTIVAS,MEDICINA I                                        ,A4
1575-0620,REVISTA ESPAÑOLA DE SANIDAD PENITENCIARIA,MEDICINA I                                        ,B1
2237-9460,REVISTA EXITUS.,MEDICINA I                                        ,A1
2317-0867,REVISTA FACULDADES DO SABER (IMPRESSO),MEDICINA I                                        ,B3
2318-8413,"REVISTA FAMÍLIA, CICLOS DE VIDA E SAÚDE NO CONTEXTO SOCIAL",MEDICINA I                                        ,B1
1983-148X,REVISTA FAZ CIÊNCIA (ONLINE),MEDICINA I                                        ,B2
2317-2932,REVISTA FEMINISMOS,MEDICINA I                                        ,A2
2446-5054,REVISTA FGB - FEDERAÇÃO BRASILEIRA DE GASTROENTEROLOGIA,MEDICINA I                                        ,C
1678-0817,REVISTA FISIO&TERAPIA,MEDICINA I                                        ,C
1809-2950,REVISTA FISIOTERAPIA E PESQUISA,MEDICINA I                                        ,B1
2446-4775,REVISTA FITOS (ONLINE),MEDICINA I                                        ,B1
1413-2966,REVISTA FLUMINENSE DE ODONTOLOGIA,MEDICINA I                                        ,B3
0102-6933,REVISTA GAÚCHA DE ENFERMAGEM,MEDICINA I                                        ,A3
1983-1447,REVISTA GAÚCHA DE ENFERMAGEM (ONLINE),MEDICINA I                                        ,A3
2237-0722,"REVISTA GEINTEC: GESTÃO, INOVAÇÃO E TECNOLOGIAS",MEDICINA I                                        ,B1
2316-1108,REVISTA GÊNERO,MEDICINA I                                        ,A2
2763-8030,REVISTA GEOCONEXÕES ONLINE,MEDICINA I                                        ,B1
2238-4405,REVISTA GETEC,MEDICINA I                                        ,B2
2446-9491,REVISTA GUARÁ,MEDICINA I                                        ,A1
2529-9573,REVISTA IBEROAMERICANA DE BIOÉTICA,MEDICINA I                                        ,A3
2179-6858,REVISTA IBERO-AMERICANA DE CIÊNCIAS AMBIENTAIS,MEDICINA I                                        ,C
1982-5587,REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇÃO,MEDICINA I                                        ,A1
2675-3375,"REVISTA IBERO-AMERICANA DE HUMANIDADES, CIÊNCIAS E EDUCAÇÃO",MEDICINA I                                        ,A3
1130-1406,REVISTA IBEROAMERICANA DE MICOLOGÍA,MEDICINA I                                        ,B2
1850-9959,REVISTA IBEROAMERICANA DE TECNOLOGIA EN EDUCACIÓN Y EDUCACIÓN EN TECNOLOGÍA (EN LÍNEA),MEDICINA I                                        ,A1
1548-0992,REVISTA IEEE AMÉRICA LATINA,MEDICINA I                                        ,B1
2594-4185,REVISTA IMUNIZAÇÕES SBIM,MEDICINA I                                        ,B4
2526-9550,REVISTA INTERAÇÃO INTERDISCIPLINAR,MEDICINA I                                        ,A4
1809-5771,REVISTA INTERAGIR,MEDICINA I                                        ,B3
2526-3951,REVISTA INTERDISCIPLINAR CIÊNCIAS MÉDICAS,MEDICINA I                                        ,B3
2238-832X,REVISTA INTERDISCIPLINAR DE ESTUDOS EM SAÚDE,MEDICINA I                                        ,B2
2675-4827,REVISTA INTERDISCIPLINAR DE SAÚDE E EDUCAÇÃO,MEDICINA I                                        ,B4
2446-6778,REVISTA INTERDISCIPLINAR DO PENSAMENTO CIENTÍFICO,MEDICINA I                                        ,A4
2595-0959,REVISTA INTERDISCIPLINAR ENCONTRO DAS CIÊNCIAS - RIEC,MEDICINA I                                        ,A4
2317-434X,"REVISTA INTERFACES - SAÚDE, HUMANAS E TECNOLOGIA",MEDICINA I                                        ,B4
2526-3544,REVISTA INTERINSTITUCIONAL BRASILEIRA DE TERAPIA OCUPACIONAL,MEDICINA I                                        ,B2
1887-8369,REVISTA INTERNACIONAL DE ACUPUNTURA,MEDICINA I                                        ,B3
2594-7907,REVISTA INTERNACIONAL DE EDUCAÇÃO E SAÚDE,MEDICINA I                                        ,B4
1577-0354,REVISTA INTERNACIONAL DE MEDICINA Y CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,MEDICINA I                                        ,B1
2595-1661,REVISTA JRG DE ESTUDOS ACADÊMICOS,MEDICINA I                                        ,B2
1516-2567,REVISTA KAIRÓS,MEDICINA I                                        ,B1
2176-901X,REVISTA KAIRÓS (ONLINE),MEDICINA I                                        ,B1
1518-8345,REVISTA LATINO-AMERICANA DE ENFERMAGEM (ONLINE),MEDICINA I                                        ,A1
1852-8759,"REVISTA LATINOAMERICANA DE ESTUDIOS SOBRE CUERPOS, EMOCIONES Y SOCIEDAD",MEDICINA I                                        ,A4
0120-0534,REVISTA LATINOAMERICANA DE PSICOLOGIA,MEDICINA I                                        ,A1
2357-9692,REVISTA LATINO-AMERICANA DE PSICOLOGIA CORPORAL (ONLINE),MEDICINA I                                        ,B2
1984-0381,REVISTA LATINOAMERICANA DE PSICOPATOLOGIA FUNDAMENTAL,MEDICINA I                                        ,A2
2175-2990,REVISTA LATINOAMERICANA DE TELESSAÚDE,MEDICINA I                                        ,B4
2317-2347,REVISTA LETRAS RARAS,MEDICINA I                                        ,A1
2596-027X,REVISTA LOGEVIVER,MEDICINA I                                        ,B2
1645-7250,REVISTA LUSÓFONA DE EDUCAÇÃO,MEDICINA I                                        ,A1
2238-3182,REVISTA MÉDICA DE MINAS GERAIS,MEDICINA I                                        ,B3
0103-880X,REVISTA MÉDICA DE MINAS GERAIS (BELO HORIZONTE),MEDICINA I                                        ,B3
0100-2872,REVISTA MÉDICA DO IAMSPE,MEDICINA I                                        ,C
1018-130X,REVISTA MÉDICA HEREDIANA,MEDICINA I                                        ,B2
2697-3472,REVISTA MÉDICA VOZANDES,MEDICINA I                                        ,C
2675-4592,REVISTA MULTIATUAL,MEDICINA I                                        ,B2
2176-4069,REVISTA MULTIDISCIPLINAR DA SAÚDE,MEDICINA I                                        ,B3
2675-8008,REVISTA MULTIDISCIPLINAR EM SAÚDE,MEDICINA I                                        ,B3
1984-4905,REVISTA NEUROCIÊNCIAS,MEDICINA I                                        ,B2
2526-7973,REVISTA NOCTUA - ARQUEOLOGIA E PATRIMÔNIO,MEDICINA I                                        ,B2
2317-3092,REVISTA NORTE MINEIRA DE ENFERMAGEM - RENOME,MEDICINA I                                        ,B3
1677-3942,REVISTA OMNIA,MEDICINA I                                        ,B3
1020-4989,REVISTA PANAMERICANA DE SALUD PÚBLICA / PAN AMERICAN JOURNAL OF PUBLIC HEALTH,MEDICINA I                                        ,A1
1680-5348,REVISTA PANAMERICANA DE SALUD PUBLICA (PRINT),MEDICINA I                                        ,A1
2238-9210,REVISTA PANORÂMICA,MEDICINA I                                        ,A4
2595-9484,REVISTA PAULISTA DE ENFERMAGEM,MEDICINA I                                        ,B3
0035-0362,REVISTA PAULISTA DE MEDICINA,MEDICINA I                                        ,B4
0103-0582,REVISTA PAULISTA DE PEDIATRIA (IMPRESSO),MEDICINA I                                        ,B1
1984-0462,REVISTA PAULISTA DE PEDIATRIA (ONLINE),MEDICINA I                                        ,B1
1809-4635,REVISTA PAULISTA DE REUMATOLOGIA,MEDICINA I                                        ,B4
2177-3548,REVISTA PERSPECTIVAS EM ANÁLISE DO COMPORTAMENTO,MEDICINA I                                        ,B1
2238-2704,REVISTA PESQUISA EM FISIOTERAPIA,MEDICINA I                                        ,B4
2179-0655,REVISTA PESQUISA NAVAL,MEDICINA I                                        ,B4
2525-8222,REVISTA PESQUISA QUALITATIVA,MEDICINA I                                        ,A1
2525-4200,REVISTA PORTAL: SAÚDE E SOCIEDADE (ONLINE),MEDICINA I                                        ,B4
0870-2551,REVISTA PORTUGUESA DE CARDIOLOGIA,MEDICINA I                                        ,B1
2183-1165,REVISTA PORTUGUESA DE CIRURGIA (ONLINE),MEDICINA I                                        ,B3
1647-2160,REVISTA PORTUGUESA DE ENFERMAGEM DE SAÚDE MENTAL,MEDICINA I                                        ,B1
2183-4938,REVISTA PORTUGUESA DE INVESTIGAÇÃO COMPORTAMENTAL E SOCIAL,MEDICINA I                                        ,B1
0872-0169,REVISTA PORTUGUESA DE NEFROLOGIA E HIPERTENSÃO,MEDICINA I                                        ,B4
2176-9230,REVISTA PRÁXIS (ONLINE),MEDICINA I                                        ,A2
1984-4239,REVISTA PRÁXIS (VOLTA REDONDA.IMPRESSO),MEDICINA I                                        ,A2
2446-7901,REVISTA PREVENÇÃO DE INFECÇÃO E SAÚDE,MEDICINA I                                        ,B2
2184-920X,REVISTA PRIVACY AND DATA PROTECTION MAGAZINE,MEDICINA I                                        ,B1
1676-1901,REVISTA PRODUÇÃO ONLINE,MEDICINA I                                        ,B3
2179-8931,REVISTA PRÓ-UNIVERSUS,MEDICINA I                                        ,B2
2177-093X,REVISTA PSICOLOGIA E SAÚDE,MEDICINA I                                        ,A3
2175-3539,REVISTA PSICOLOGIA ESCOLAR E EDCUACIONAL,MEDICINA I                                        ,A1
2179-4057,REVISTA PSICOPEDAGOGIA,MEDICINA I                                        ,A3
2526-0162,REVISTA QUALIDADE HC,MEDICINA I                                        ,B4
2358-3088,REVISTA RECIEN - REVISTA CIENTÍFICA DE ENFERMAGEM,MEDICINA I                                        ,B1
2675-0902,REVISTA REUMATOMINAS (PRINT),MEDICINA I                                        ,B3
2284-5623,REVISTA ROMANA DE MEDICINA DE LABORATOR,MEDICINA I                                        ,B4
2316-2864,REVISTA SAÚDE E DESENVOLVIMENTO,MEDICINA I                                        ,B3
2447-8822,REVISTA SAÚDE E MEIO AMBIENTE – RESMA,MEDICINA I                                        ,B2
2358-7946,REVISTA SAÚDE EM FOCO,MEDICINA I                                        ,B4
2446-4813,REVISTA SAÚDE EM REDES,MEDICINA I                                        ,B3
2318-3780,REVISTA SAÚDE MULTIDISCIPLINAR,MEDICINA I                                        ,B3
0214-1582,REVISTA SENOLOGÍA Y PATOLOGÍA MAMARIA,MEDICINA I                                        ,B3
2965-4327,REVISTA SERGIPANA DE SAÚDE PÚBLICA (ONLINE),MEDICINA I                                        ,B4
2358-2871,REVISTA SOBECC,MEDICINA I                                        ,B1
2448-0525,"REVISTA SOBECC - ASSOCIAÇÃO BRASILEIRA DE ENFERMAGEM DE CENTRO CIRÚRGICO, RECUPERAÇÃO ANESTÉSICA E CENTRO DE MATERIAL E ESTERILIZAÇÃO",MEDICINA I                                        ,B1
2595-8402,REVISTA SOCIEDADE CIENTÍFICA,MEDICINA I                                        ,B2
1984-3526,REVISTA TECNOLOGIA E SOCIEDADE (ONLINE),MEDICINA I                                        ,B1
2177-2894,REVISTA THEMA,MEDICINA I                                        ,A2
2965-2340,REVISTA TRANSDISCIPLINAR UNIVERSO DA SAÚDE (ONLINE),MEDICINA I                                        ,C
2318-2083,REVISTA UNILUS ENSINO E PESQUISA (ONLINE),MEDICINA I                                        ,B2
2301-0371,REVISTA URUGUAYA DE ENFERMERÍA,MEDICINA I                                        ,B1
0103-9989,REVISTA USP,MEDICINA I                                        ,A1
2525-9008,REVISTA VALORE,MEDICINA I                                        ,A4
1981-8203,REVISTA VERDE DE AGROECOLOGIA E DESENVOLVIMENTO SUSTENTÁVEL,MEDICINA I                                        ,B1
1984-6835,REVISTA VIRTUAL DE QUÍMICA,MEDICINA I                                        ,B1
